Tstart,Tstop,Nx,logfolder,resfolder,controller,Kp,wsp,yaw,_seed,seed,Tint,dx,filename
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,8,0,1,1008,0.23199999999999998,0.68359375,dlc11_0_noipc_000_08_1008
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,8,0,2,2008,0.23199999999999998,0.68359375,dlc11_0_noipc_000_08_2008
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,8,0,3,3008,0.23199999999999998,0.68359375,dlc11_0_noipc_000_08_3008
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,8,10,1,1008,0.23199999999999998,0.68359375,dlc11_0_noipc_010_08_1008
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,8,10,2,2008,0.23199999999999998,0.68359375,dlc11_0_noipc_010_08_2008
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,8,10,3,3008,0.23199999999999998,0.68359375,dlc11_0_noipc_010_08_3008
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,10,-10,1,1010,0.2096,0.8544921875,dlc11_0_noipc_-10_10_1010
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,10,-10,2,2010,0.2096,0.8544921875,dlc11_0_noipc_-10_10_2010
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,10,-10,3,3010,0.2096,0.8544921875,dlc11_0_noipc_-10_10_3010
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,10,0,1,1010,0.2096,0.8544921875,dlc11_0_noipc_000_10_1010
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,10,0,2,2010,0.2096,0.8544921875,dlc11_0_noipc_000_10_2010
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,10,0,3,3010,0.2096,0.8544921875,dlc11_0_noipc_000_10_3010
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,10,10,1,1010,0.2096,0.8544921875,dlc11_0_noipc_010_10_1010
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,10,10,2,2010,0.2096,0.8544921875,dlc11_0_noipc_010_10_2010
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,10,10,3,3010,0.2096,0.8544921875,dlc11_0_noipc_010_10_3010
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,12,-10,1,1012,0.19466666666666665,1.025390625,dlc11_0_noipc_-10_12_1012
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,12,-10,2,2012,0.19466666666666665,1.025390625,dlc11_0_noipc_-10_12_2012
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,12,-10,3,3012,0.19466666666666665,1.025390625,dlc11_0_noipc_-10_12_3012
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,12,0,1,1012,0.19466666666666665,1.025390625,dlc11_0_noipc_000_12_1012
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,12,0,2,2012,0.19466666666666665,1.025390625,dlc11_0_noipc_000_12_2012
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,12,0,3,3012,0.19466666666666665,1.025390625,dlc11_0_noipc_000_12_3012
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,12,10,1,1012,0.19466666666666665,1.025390625,dlc11_0_noipc_010_12_1012
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,12,10,2,2012,0.19466666666666665,1.025390625,dlc11_0_noipc_010_12_2012
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,12,10,3,3012,0.19466666666666665,1.025390625,dlc11_0_noipc_010_12_3012
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,14,-10,1,1014,0.184,1.1962890625,dlc11_0_noipc_-10_14_1014
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,14,-10,2,2014,0.184,1.1962890625,dlc11_0_noipc_-10_14_2014
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,14,-10,3,3014,0.184,1.1962890625,dlc11_0_noipc_-10_14_3014
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,14,0,1,1014,0.184,1.1962890625,dlc11_0_noipc_000_14_1014
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,14,0,2,2014,0.184,1.1962890625,dlc11_0_noipc_000_14_2014
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,14,0,3,3014,0.184,1.1962890625,dlc11_0_noipc_000_14_3014
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,14,10,1,1014,0.184,1.1962890625,dlc11_0_noipc_010_14_1014
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,14,10,2,2014,0.184,1.1962890625,dlc11_0_noipc_010_14_2014
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,14,10,3,3014,0.184,1.1962890625,dlc11_0_noipc_010_14_3014
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,16,-10,1,1016,0.17600000000000002,1.3671875,dlc11_0_noipc_-10_16_1016
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,16,-10,2,2016,0.17600000000000002,1.3671875,dlc11_0_noipc_-10_16_2016
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,16,-10,3,3016,0.17600000000000002,1.3671875,dlc11_0_noipc_-10_16_3016
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,16,0,1,1016,0.17600000000000002,1.3671875,dlc11_0_noipc_000_16_1016
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,16,0,2,2016,0.17600000000000002,1.3671875,dlc11_0_noipc_000_16_2016
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,16,0,3,3016,0.17600000000000002,1.3671875,dlc11_0_noipc_000_16_3016
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,16,10,1,1016,0.17600000000000002,1.3671875,dlc11_0_noipc_010_16_1016
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,16,10,2,2016,0.17600000000000002,1.3671875,dlc11_0_noipc_010_16_2016
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,16,10,3,3016,0.17600000000000002,1.3671875,dlc11_0_noipc_010_16_3016
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,18,-10,1,1018,0.1697777777777778,1.5380859375,dlc11_0_noipc_-10_18_1018
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,18,-10,2,2018,0.1697777777777778,1.5380859375,dlc11_0_noipc_-10_18_2018
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,18,-10,3,3018,0.1697777777777778,1.5380859375,dlc11_0_noipc_-10_18_3018
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,18,0,1,1018,0.1697777777777778,1.5380859375,dlc11_0_noipc_000_18_1018
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,18,0,2,2018,0.1697777777777778,1.5380859375,dlc11_0_noipc_000_18_2018
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,18,0,3,3018,0.1697777777777778,1.5380859375,dlc11_0_noipc_000_18_3018
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,18,10,1,1018,0.1697777777777778,1.5380859375,dlc11_0_noipc_010_18_1018
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,18,10,2,2018,0.1697777777777778,1.5380859375,dlc11_0_noipc_010_18_2018
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,18,10,3,3018,0.1697777777777778,1.5380859375,dlc11_0_noipc_010_18_3018
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,20,-10,1,1020,0.1648,1.708984375,dlc11_0_noipc_-10_20_1020
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,20,-10,2,2020,0.1648,1.708984375,dlc11_0_noipc_-10_20_2020
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,20,-10,3,3020,0.1648,1.708984375,dlc11_0_noipc_-10_20_3020
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,20,0,1,1020,0.1648,1.708984375,dlc11_0_noipc_000_20_1020
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,20,0,2,2020,0.1648,1.708984375,dlc11_0_noipc_000_20_2020
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,20,0,3,3020,0.1648,1.708984375,dlc11_0_noipc_000_20_3020
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,20,10,1,1020,0.1648,1.708984375,dlc11_0_noipc_010_20_1020
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,20,10,2,2020,0.1648,1.708984375,dlc11_0_noipc_010_20_2020
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,20,10,3,3020,0.1648,1.708984375,dlc11_0_noipc_010_20_3020
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,22,-10,1,1022,0.16072727272727275,1.8798828125,dlc11_0_noipc_-10_22_1022
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,22,-10,2,2022,0.16072727272727275,1.8798828125,dlc11_0_noipc_-10_22_2022
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,22,-10,3,3022,0.16072727272727275,1.8798828125,dlc11_0_noipc_-10_22_3022
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,22,0,1,1022,0.16072727272727275,1.8798828125,dlc11_0_noipc_000_22_1022
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,22,0,2,2022,0.16072727272727275,1.8798828125,dlc11_0_noipc_000_22_2022
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,22,0,3,3022,0.16072727272727275,1.8798828125,dlc11_0_noipc_000_22_3022
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,22,10,1,1022,0.16072727272727275,1.8798828125,dlc11_0_noipc_010_22_1022
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,22,10,2,2022,0.16072727272727275,1.8798828125,dlc11_0_noipc_010_22_2022
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,22,10,3,3022,0.16072727272727275,1.8798828125,dlc11_0_noipc_010_22_3022
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,24,-10,1,1024,0.15733333333333335,2.05078125,dlc11_0_noipc_-10_24_1024
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,24,-10,2,2024,0.15733333333333335,2.05078125,dlc11_0_noipc_-10_24_2024
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,24,-10,3,3024,0.15733333333333335,2.05078125,dlc11_0_noipc_-10_24_3024
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,24,0,1,1024,0.15733333333333335,2.05078125,dlc11_0_noipc_000_24_1024
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,24,0,2,2024,0.15733333333333335,2.05078125,dlc11_0_noipc_000_24_2024
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,24,0,3,3024,0.15733333333333335,2.05078125,dlc11_0_noipc_000_24_3024
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,24,10,1,1024,0.15733333333333335,2.05078125,dlc11_0_noipc_010_24_1024
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,24,10,2,2024,0.15733333333333335,2.05078125,dlc11_0_noipc_010_24_2024
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,24,10,3,3024,0.15733333333333335,2.05078125,dlc11_0_noipc_010_24_3024
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,26,-10,1,1026,0.15446153846153846,2.2216796875,dlc11_0_noipc_-10_26_1026
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,26,-10,2,2026,0.15446153846153846,2.2216796875,dlc11_0_noipc_-10_26_2026
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,26,-10,3,3026,0.15446153846153846,2.2216796875,dlc11_0_noipc_-10_26_3026
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,26,0,1,1026,0.15446153846153846,2.2216796875,dlc11_0_noipc_000_26_1026
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,26,0,2,2026,0.15446153846153846,2.2216796875,dlc11_0_noipc_000_26_2026
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,26,0,3,3026,0.15446153846153846,2.2216796875,dlc11_0_noipc_000_26_3026
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,26,10,1,1026,0.15446153846153846,2.2216796875,dlc11_0_noipc_010_26_1026
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,26,10,2,2026,0.15446153846153846,2.2216796875,dlc11_0_noipc_010_26_2026
100,700,8192,./log/dlc11_0/,./res/dlc11_0/,noipc,0,26,10,3,3026,0.15446153846153846,2.2216796875,dlc11_0_noipc_010_26_3026
