1.152770589304309033e+04 1.422177433468313393e+04 2.101235599478289373e+02 7.780233648100555001e+03 6.256223411279528591e+03 1.313354507794695786e-02 3.002360119022687290e-02 2.368053107969516485e-02 1.389333090216322147e-02 0.000000000000000000e+00 1.313353359999999981e+01
1.329129211318468151e+04 1.506435450732596109e+04 2.389107890172008695e+02 1.055550538954785952e+04 9.980004276368023056e+03 1.694820673444985201e-02 4.575154315089198509e-02 2.734154328669578110e-02 1.751344235916814721e-02 0.000000000000000000e+00 1.290994624000000002e+01
1.669320439981954041e+04 1.494600248851926699e+04 2.460312920093975606e+02 1.100853489567781799e+04 1.066560160307724800e+04 1.524138886862917534e-02 6.888302602330416413e-02 3.502633583318904426e-02 1.685355623637572325e-02 0.000000000000000000e+00 1.221993449999999903e+01
1.820303674496049643e+04 1.655394682892220953e+04 2.488003832223099323e+02 1.260484852076228162e+04 1.176960829874211049e+04 3.489949111878442450e-02 6.112362440018606624e-02 4.768909542611407537e-02 2.541476135653858090e-02 0.000000000000000000e+00 1.136401760000000039e+01
1.412170405826010028e+04 1.515242834741194201e+04 2.168434542445806130e+02 1.189352834312302002e+04 1.046888853578763519e+04 2.473507403620372677e-02 5.914218633895394067e-02 3.425337705722754367e-02 2.408854535741372649e-02 0.000000000000000000e+00 1.238629774999999889e+01
1.639635120083274523e+04 1.502849733158781237e+04 2.324972147774545874e+02 9.632458614790260981e+03 9.407125974885513642e+03 2.568469990406678852e-02 4.566451497725362851e-02 2.783025128799734155e-02 1.910576332948294223e-02 0.000000000000000000e+00 8.547928799999999327e+00
1.951019654905621064e+04 1.555163019253630773e+04 2.892460756497644070e+02 1.171550053452012071e+04 1.158836917206893304e+04 7.251437053629390672e-02 5.703676786966422468e-02 3.419239673097548143e-02 2.144414677186684895e-02 0.000000000000000000e+00 9.302555370000000323e+00
1.667369206139900780e+04 1.538203216049674666e+04 2.296848309260236647e+02 1.000294830130540686e+04 9.635246223963737066e+03 2.872976012965891904e-02 6.112812350388120014e-02 2.610656257178673237e-02 2.317053514044590048e-02 0.000000000000000000e+00 1.032259695000000121e+01
1.720193297301582061e+04 1.532776930574250400e+04 2.548052074656231412e+02 1.118635205620222769e+04 1.023095427045306133e+04 3.452282861000545433e-02 4.143906315774797261e-02 3.239615484608834861e-02 1.732588261574468866e-02 0.000000000000000000e+00 1.025900534999999891e+01
2.312597683495009915e+04 1.809163266792034847e+04 3.573892827414435374e+02 1.733184510672353645e+04 1.592388503565492283e+04 1.741210335337050608e-01 7.223304540997402268e-02 5.195968346923657277e-02 2.811587463260827036e-02 0.000000000000000000e+00 9.333311200000000696e+00
