9.047512237993261806e+03 1.361347036894971461e+04 1.756506272460465539e+02 3.612952493038390003e+03 2.943677516682199439e+03 5.900714218226929195e-03 1.417186458458060024e-02 1.212331592219176822e-02 5.220271044658418742e-03 0.000000000000000000e+00 1.247528787999999977e+01
1.065242526632539375e+04 1.390099820062568506e+04 1.867669341237588299e+02 4.991162988991720340e+03 4.738508405716532252e+03 8.608467097452329048e-03 2.087113422079432332e-02 1.363226652899295240e-02 8.330418431961564632e-03 0.000000000000000000e+00 1.279938839999999978e+01
1.072935336448386806e+04 1.376044712883056309e+04 1.849517335344171443e+02 4.825545085329676112e+03 4.892669780417250877e+03 8.389295916741743020e-03 2.650343935865178205e-02 1.573053889716368933e-02 6.942074140526963665e-03 0.000000000000000000e+00 1.270259508000000004e+01
1.355792332683079985e+04 1.422987202654952853e+04 1.883759124237828075e+02 6.725433662227857894e+03 6.071671488286602653e+03 1.478972782409209742e-02 3.542436037591474574e-02 2.048994293902326250e-02 1.507643547213043458e-02 0.000000000000000000e+00 1.125913949999999986e+01
1.223398370513285590e+04 1.391220259643182544e+04 1.759076148733898322e+02 6.405199682171665700e+03 5.662216071677493346e+03 1.301846568295211837e-02 3.144722808429208788e-02 2.045710024668779756e-02 1.138490053222918422e-02 0.000000000000000000e+00 1.173665159999999830e+01
1.295014097277022120e+04 1.368857715614428707e+04 1.662525841913850968e+02 5.098677290713605544e+03 4.988702241602950380e+03 1.198027310484428044e-02 2.538614928380698507e-02 1.565123578013772818e-02 9.940537098072120895e-03 0.000000000000000000e+00 9.912901899999999600e+00
1.645693107726552262e+04 1.414049950443677335e+04 2.126686474913043412e+02 6.723677885134480675e+03 6.541447987331018339e+03 3.058919512643778343e-02 3.292229288733489190e-02 1.882485443843136264e-02 1.335155625301657177e-02 0.000000000000000000e+00 8.337643570000000892e+00
1.458266602484346549e+04 1.391961940670317563e+04 1.809900141766331387e+02 6.049474577373984175e+03 5.508602819974056729e+03 1.493213510039541857e-02 4.389075407119600453e-02 1.523248681476701248e-02 1.507963768427436971e-02 0.000000000000000000e+00 8.925069999999999837e+00
1.485801352572325959e+04 1.400490995099364591e+04 1.831206372840730694e+02 6.693398467022000659e+03 6.159085000139425574e+03 1.599490178136210236e-02 2.595642165793248662e-02 1.876220910563152280e-02 9.882654127898959917e-03 0.000000000000000000e+00 8.889558700000000258e+00
1.918446597948567796e+04 1.579566927339758513e+04 2.527637154032417186e+02 1.064242632768774638e+04 1.022090419688179099e+04 1.749827233764959800e-01 4.226511307076666335e-02 2.945580136350875455e-02 1.830184119437733292e-02 0.000000000000000000e+00 6.067449080000000272e+00
1.888989119444291282e+04 1.575287788169289706e+04 2.708985103278199631e+02 1.051753010671909942e+04 9.667555701010696794e+03 2.948601457407642457e-01 3.565039322869689720e-02 3.523413314776963068e-02 1.933754521169541579e-02 0.000000000000000000e+00 5.712055499999999952e+00
