1.172082631295717511e+04 1.416544725991385349e+04 2.134420927643641619e+02 7.827383543313572773e+03 6.290815844092880070e+03 1.169051418525667019e-02 3.035705258834008394e-02 2.839815931472397872e-02 1.548505905369978661e-02 0.000000000000000000e+00 1.351194018000000163e+01
1.279310545990634091e+04 1.503340682845539413e+04 2.459567191220356790e+02 1.089170571807533270e+04 9.996493571992545185e+03 1.453339892912293603e-02 4.612712064680053736e-02 3.252630056667865643e-02 1.923382176416347025e-02 0.000000000000000000e+00 1.367301753999999825e+01
1.702248719240957507e+04 1.479839820552379388e+04 2.371288229531103866e+02 1.054065901886593929e+04 1.031319443238256099e+04 1.338812861598561409e-02 6.978205700977017922e-02 4.222694178633560474e-02 1.894395166543876366e-02 0.000000000000000000e+00 1.170552114000000010e+01
1.848766897437330044e+04 1.611361848220449428e+04 2.521197204751237564e+02 1.282583843466528742e+04 1.223609436994327916e+04 2.787668308092241046e-02 6.151440568282742077e-02 5.909181107303465574e-02 2.758331464061386865e-02 0.000000000000000000e+00 1.134832607999999965e+01
1.394215934548484074e+04 1.498895511521104527e+04 2.181809118145788204e+02 1.189803318991448577e+04 1.036669247441121115e+04 2.123555287112029524e-02 6.017921212724684082e-02 4.138750136920676947e-02 2.624112314042180080e-02 0.000000000000000000e+00 1.199732487999999897e+01
1.603299831900070967e+04 1.496970442246847779e+04 2.244696757012116564e+02 1.011214163452184221e+04 9.675847630038248099e+03 2.110551534528009449e-02 4.620112228982917874e-02 3.395049282186446415e-02 2.358083058711031230e-02 0.000000000000000000e+00 8.673021760000001024e+00
2.029424251768239992e+04 1.557167347824279932e+04 2.849705169044420927e+02 1.227442567086193958e+04 1.190378560408232443e+04 5.034169880791061757e-02 5.808917981353577120e-02 4.151574615758295977e-02 2.610637918940033816e-02 0.000000000000000000e+00 9.655312379999999806e+00
1.567490310855982716e+04 1.511616665133701645e+04 2.238736231632675242e+02 1.011639699880100488e+04 9.806724917877209009e+03 2.317118483255472747e-02 6.095837946523861156e-02 3.140078859752116341e-02 2.644960533091159777e-02 0.000000000000000000e+00 1.032373888000000051e+01
1.711349715407447002e+04 1.506904502947869878e+04 2.487629147973318879e+02 1.133610428851895813e+04 1.028419648821239025e+04 2.705961919252699091e-02 4.075276383138592973e-02 3.918225954754211288e-02 2.169080659925862534e-02 0.000000000000000000e+00 1.000365848999999940e+01
2.152678186792058841e+04 1.745978342438429536e+04 3.993643015837446910e+02 1.837746600577136269e+04 1.592165639579954404e+04 1.173426569919168438e-01 7.079706753682089848e-02 5.784065322070741644e-02 4.083140955149634765e-02 0.000000000000000000e+00 8.314107569999999114e+00
2.153634403358452255e+04 1.730721046289135847e+04 3.498887510154047504e+02 1.773319072354053060e+04 1.620103624250859320e+04 1.761481372220626562e-01 6.612655135733863654e-02 6.974808358487114002e-02 5.621308473836244407e-02 0.000000000000000000e+00 8.343529500000000709e+00
2.522222925738988124e+04 1.824622552130638360e+04 4.268578786581968529e+02 2.233803202373138629e+04 1.953421159211988561e+04 1.809917848400116880e-01 1.297674333307612671e-01 6.187300130983246216e-02 6.413362905711159079e-02 0.000000000000000000e+00 8.613702899999999829e+00
2.240633853883620395e+04 1.675248733477957285e+04 3.768755164774194668e+02 1.719476029100862070e+04 1.577887719632515655e+04 2.601772444828085451e-01 1.152023182590826839e-01 6.702238282863424990e-02 4.657331275828857642e-02 0.000000000000000000e+00 7.295975880000000302e+00
2.390315918310641791e+04 1.737011476707459951e+04 4.360519097111223914e+02 1.927697023489657659e+04 1.828347761235401413e+04 1.755043391166319633e-01 8.922872878517029704e-02 7.207558331808482099e-02 5.590064237904431715e-02 0.000000000000000000e+00 8.717284709999999492e+00
2.225690279148634727e+04 1.670220312048028791e+04 3.835111833313238776e+02 1.929732783153931814e+04 1.691253655253911711e+04 1.769419727357580685e-01 1.106129166554503246e-01 6.238338522592250940e-02 5.933411094525472412e-02 0.000000000000000000e+00 8.442721440000001465e+00
2.202366587694276313e+04 1.647528427287444720e+04 3.661504822455499379e+02 1.678825902742345352e+04 1.558750310013673879e+04 2.082127682597047502e-01 9.698639675461510901e-02 6.365506047221966557e-02 5.966860634198197649e-02 0.000000000000000000e+00 8.087586099999999334e+00
2.484721594026452658e+04 1.776796574303444140e+04 4.106675702939715507e+02 2.044930668837968187e+04 1.936136553929419824e+04 2.498278466698211353e-01 1.188161149746829875e-01 6.290679976431005904e-02 6.899513794215988982e-02 0.000000000000000000e+00 8.666657999999999973e+00
2.380904914620760974e+04 1.765477174534182632e+04 3.750606731287216462e+02 2.087412823644403761e+04 1.949561065677078295e+04 2.301638191602918271e-01 1.380337602528248775e-01 7.026828674510589290e-02 4.850997369641442403e-02 0.000000000000000000e+00 6.513529440000001003e+00
2.660371695016018930e+04 1.894219387599924084e+04 3.956452103680261985e+02 2.455626843153007576e+04 2.166569840076970650e+04 2.378572155222997975e-01 1.574802158433989130e-01 7.031051612900184045e-02 6.505942437825242008e-02 0.000000000000000000e+00 1.085923211999999971e+01
